course_title,skills,difficulty,rating,course_url,duration_hrs,platform,category
Applied Data Science Specialization,"data science, python, data analysis, pandas, numpy, jupyter notebooks, predictive modelling, data visualization, model selection, dashboards and charts, dash, matplotlib",Intermediate,4.6,https://www.coursera.org/specializations/applied-data-science,120.0,Coursera,Data Science
AI for Healthcare,"feature engineering, data splitting, model performance metrics, signal-to-noise ratio, ai for 2d medical imaging, medical imaging basics, clinical basics, electrocardiographs, medical and healthcare regulations and standards, fda medical device framework, dicom, medical code sets, exploratory data analysis, pydicom",Intermediate,4.6,https://www.udacity.com/course/ai-for-healthcare-nanodegree--nd320,80.0,Udacity,
AI for Business Leaders,"machine learning fluency, machine learning use cases, machine learning system architectures, machine learning dataset fundamentals, ai business context, model performance metrics, dataset annotation, ethical ai, beta testing, product storyboarding, iterative product design, product proposals, product roadmaps, overfitting prevention",Intermediate,4.6,https://www.udacity.com/course/ai-for-business-leaders--nd054,40.0,Udacity,
Data Science Fundamentals with Python and SQL Specialization,"data science, github, python, jupyter notebooks, rstudio, data analysis, pandas, numpy, probability and statistics, regression analysis, data visualization, statistical hypothesis testing",Beginner,4.6,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,140.0,Coursera,Data Science
Become an AWS Cloud Architect,"aws availability zones, cloud security in aws, aws iam, aws cost explorer, aws autoscaling, data encryption in aws, aws lambda, aws key management service, aws cli, amazon vpc, amazon cloudwatch, terraform, lucidchart, cloud performance management, cloud availability, cloud computing fluency, infrastructure as code, iam policies, recovery time objective, recovery point objective, disaster recovery plans",Intermediate,4.6,https://www.udacity.com/course/aws-cloud-architect-nanodegree--nd063,60.0,Udacity,
Mathematics for Machine Learning and Data Science Specialization,"bayesian statistics, machine learning, mathematics, probability, linear regression, linear equation, eigenvalues and eigenvectors, linear algebra, determinants, calculus, mathematical optimization, gradient descent",Intermediate,4.5,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science,60.0,Coursera,Computer Science
Learn SQL Basics for Data Science Specialization,"data analysis, apache spark, delta lake, sql, data science, sqlite, a/b testing, query string, predictive analytics, presentation skills, creating metrics, exploratory data analysis",Beginner,4.5,https://www.coursera.org/specializations/learn-sql-basics-data-science,80.0,Coursera,Data Science
Data Science Specialization,"github, machine learning, r programming, regression analysis, data science, rstudio, data analysis, debugging, data manipulation, regular expression (regex), data cleansing, cluster analysis",Intermediate,4.5,https://www.coursera.org/specializations/jhu-data-science,220.0,Coursera,Data Science
Become a Java Web Developer,"junit, jpa, mybatis, servlets, java annotations, java testing, java package management, hibernate orm, spring boot, spring data jpa, spring boot configuration, spring security, spring mvc, spring managed components, graphql, sql queries, sql scripts, unit testing, functional testing, object-relational mapping, dependency injection, web services, microservices, application servers, rest apis, api development, model-view-controller, multitier architecture, logging, ci/cd, git, hashing, selenium, thymeleaf, splunk, docker, swagger, maven, application security basics, json",Intermediate,4.5,https://www.udacity.com/course/java-developer-nanodegree--nd035,80.0,Udacity,
Become a Cloud Developer,"amazon web services basics, amazon rds, amazon elastic compute cloud, cloud security in aws, amazon s3, kubernetes, docker, cloud computing fluency, serverless cloud computing architecture, microservices architecture design, serverless development, unit testing, integration testing, microservices debugging",Intermediate,4.5,https://www.udacity.com/course/cloud-developer-nanodegree--nd9990,80.0,Udacity,
How to Become a Blockchain Developer,"smart contracts, blockchain, private blockchain, cryptocurrency tokens, privacy and security, bitcoin core, bitcoin, zokrates, zk-snarks, solidity, ethereum, decentralized storage protocol, dapps, blockchain transactions, blockchain oracles, uml",Intermediate,4.5,https://www.udacity.com/course/blockchain-developer-nanodegree--nd1309,80.0,Udacity,
Cloud Computing Foundations,"github, devops, cloud computing",Intermediate,4.5,https://www.coursera.org/learn/cloud-computing-foundations-duke?specialization=building-cloud-computing-solutions-at-scale,19.0,Coursera,Information Technology
Python Project for Data Science,"data science, python, data analysis, pandas, jupyter notebooks",Intermediate,4.5,https://www.coursera.org/learn/python-project-for-data-science?specialization=applied-data-science,8.0,Coursera,Data Science
Number Theory and Cryptography,"number theory, cryptography, modular exponentiation",Intermediate,4.5,https://www.coursera.org/learn/number-theory-cryptography?specialization=discrete-mathematics,16.0,Coursera,Computer Science
Algorithms on Strings,"suffix tree, suffix array, knuth–morris–pratt (kmp) algorithm, algorithms on strings",Intermediate,4.5,https://www.coursera.org/learn/algorithms-on-strings?specialization=data-structures-algorithms,18.0,Coursera,Computer Science
Interaction Design Capstone Project,"usability testing, user research, user experience (ux), user interface",Intermediate,4.5,https://www.coursera.org/learn/interaction-design-capstone?specialization=interaction-design,35.0,Coursera,Computer Science
Data Science Capstone,"data science, machine learning, r programming, natural language processing",Intermediate,4.5,https://www.coursera.org/learn/data-science-project?specialization=jhu-data-science,5.0,Coursera,Data Science
Text Retrieval and Search Engines,"information retrieval (ir), document retrieval, machine learning, recommender systems",Intermediate,4.5,https://www.coursera.org/learn/text-retrieval?specialization=data-mining,30.0,Coursera,Data Science
Text Mining and Analytics,"data clustering algorithms, text mining, probabilistic models, sentiment analysis",Intermediate,4.5,https://www.coursera.org/learn/text-mining?specialization=data-mining,33.0,Coursera,Data Science
" Build, Train, and Deploy ML Pipelines using BERT","ml pipelines and mlops, model training and deployment with bert, model debugging and evaluation, feature engineering and feature store, artifact and lineage tracking",Intermediate,4.5,https://www.coursera.org/learn/ml-pipelines-bert?specialization=practical-data-science,10.0,Coursera,Data Science
Google Cloud Big Data and Machine Learning Fundamentals 日本語版,"tensorflow, bigquery, google cloud platform, cloud computing",Beginner,4.5,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals-jp?specialization=gcp-data-machine-learning-jp,11.0,Coursera,Data Science
Practical Machine Learning,"random forest, machine learning algorithms, machine learning, r programming",Intermediate,4.5,https://www.coursera.org/learn/practical-machine-learning?specialization=jhu-data-science,8.0,Coursera,Data Science
Securing Linux Systems,"cybersecurity, information technology, linux",Intermediate,4.5,https://www.coursera.org/learn/securing-linux-systems?specialization=linux-for-lfca-certification,13.0,Coursera,Computer Science
Distributed Computing with Spark SQL,"data science, apache spark, delta lake, sql",Intermediate,4.5,https://www.coursera.org/learn/spark-sql?specialization=learn-sql-basics-data-science,13.0,Coursera,Data Science
Leadership Principles for Software Engineers,"people management, business strategy, cloud engineering, software engineering, program management",Intermediate,4.5,https://www.coursera.org/learn/real-world-engineering-management-1?specialization=real-world-engineering-management,5.0,Coursera,Computer Science
Introduction to Data Science in Python,"python, numpy, pandas, data cleansing",Beginner,4.5,https://www.coursera.org/learn/python-data-analysis?specialization=data-science-python,34.0,Coursera,Data Science
Data Visualization with Python,"dashboards and charts, dash, python, matplotlib, data visualization",Intermediate,4.5,https://www.coursera.org/learn/python-for-data-visualization?specialization=applied-data-science,17.0,Coursera,Data Science
Getting Started with AI using IBM Watson,"deep learning, application programming interfaces (api), artificial intelligence, machine learning, watson",Beginner,4.5,https://www.coursera.org/learn/ai-with-ibm-watson?specialization=ai-foundations-for-everyone,9.0,Coursera,Data Science
Service-Oriented Architecture,"web service, microservices, representational state transfer (rest), service-oriented architecture",Intermediate,4.5,https://www.coursera.org/learn/service-oriented-architecture?specialization=software-design-architecture,9.0,Coursera,Computer Science
"Applied Plotting, Charting & Data Representation in Python","python, data virtualization, data visualization, matplotlib",Intermediate,4.5,https://www.coursera.org/learn/python-plotting?specialization=data-science-python,24.0,Coursera,Data Science
"C++ For C Programmers, Part B","graph theory, c++11, standard template library, c++",Intermediate,4.5,https://www.coursera.org/learn/c-plus-plus-b?specialization=coding-for-everyone,14.0,Coursera,Computer Science
R Programming,"data analysis, debugging, r programming, rstudio",Intermediate,4.5,https://www.coursera.org/learn/r-programming?specialization=jhu-data-science,57.0,Coursera,Data Science
"ETL and Data Pipelines with Shell, Airflow and Kafka","extraction, transformation and loading (etl), apache kafka, apache airflow, data pipelines",Intermediate,4.5,https://www.coursera.org/learn/etl-and-data-pipelines-shell-airflow-kafka?specialization=bi-foundations-sql-etl-data-warehouse,15.0,Coursera,Information Technology
Decentralized Applications (Dapps),"metamask client, blockchain, decentralized applications, truffle ide, smart contract",Intermediate,4.5,https://www.coursera.org/learn/decentralized-apps-on-blockchain?specialization=blockchain,17.0,Coursera,Computer Science
Getting Started With Application Development,"cloud storage, data store, google cloud platform, cloud computing",Beginner,4.5,https://www.coursera.org/learn/getting-started-app-development?specialization=developing-apps-gcp,13.0,Coursera,Computer Science
Bayesian Statistics: Mixture Models,"markov model, bayesian statistics, mixture model, r programming",Intermediate,4.5,https://www.coursera.org/learn/mixture-models?specialization=bayesian-statistics,21.0,Coursera,Data Science
Digital Marketing Analytics in Practice,"analytics, digital marketing, marketing analytics, marketing performance",Intermediate,4.5,https://www.coursera.org/learn/digital-analytics?specialization=digital-marketing,20.0,Coursera,Data Science
Genome Assembly Programming Challenge,"data structure, algorithms, algorithm design, string (computer science)",Intermediate,4.5,https://www.coursera.org/learn/assembling-genomes?specialization=data-structures-algorithms,17.0,Coursera,Computer Science
Cluster Analysis in Data Mining,"cluster analysis, data clustering algorithms, k-means clustering, hierarchical clustering",Intermediate,4.5,https://www.coursera.org/learn/cluster-analysis?specialization=data-mining,16.0,Coursera,Data Science
Fundamentals of Visualization with Tableau,"tableau software, data virtualization, data visualization, visualization (computer graphics)",Beginner,4.5,https://www.coursera.org/learn/data-visualization-tableau?specialization=data-visualization,10.0,Coursera,Data Science
Business Analytics Capstone,"customer analytics, strategic management, data analysis, business analytics",Intermediate,4.5,https://www.coursera.org/learn/wharton-capstone-analytics?specialization=business-analytics,13.0,Coursera,Data Science
AI Workflow: AI in Production,"data science, information engineering, artificial intelligence, machine learning, python",Intermediate,4.5,https://www.coursera.org/learn/ibm-ai-workflow-ai-production?specialization=ibm-ai-workflow,17.0,Coursera,Data Science
Natural Language Processing with Sequence Models,"word embedding, sentiment with neural nets, siamese networks, natural language generation, named-entity recognition",Intermediate,4.5,https://www.coursera.org/learn/sequence-models-in-nlp?specialization=natural-language-processing,24.0,Coursera,Data Science
A Crash Course in Data Science,"data science, data analysis, machine learning, project",Intermediate,4.5,https://www.coursera.org/learn/data-science-course?specialization=executive-data-science,7.0,Coursera,Data Science
Digital Marketing Analytics in Theory,"digital marketing, data collection, analytics, data analysis, data visualization",Intermediate,4.5,https://www.coursera.org/learn/marketing-analytics?specialization=digital-marketing,20.0,Coursera,Data Science
IBM AI Engineering Professional Certificate,"scipy and scikit-learn, machine learning, regression, classification, hierarchical clustering, deep learning, artificial neural network, artificial intelligence, keras, opencv, image processing, computer vision",Advanced,4.5,https://www.coursera.org/professional-certificates/ai-engineer,96.0,Coursera,Data Science
IBM Full Stack Software Developer Professional Certificate,"cloud native, devops, iaas paas saas, hybrid multicloud, cloud computing, cascading style sheets (css), html, git (software), javascript, cloud applications, distributed version control (drcs), open source, version control systems, github, web development, user interface, react (web framework), front-end development, back-end development, server-side javascript, express, computer science, data science, python, data analysis, pandas, numpy, artificial intelligence, web application, application development, flask, django (web framework), database (dbms), sql, kubernetes, docker, containers, openshift, swagger, serverless, microservices, representational state transfer (rest), ibm code engine, node.js",Advanced,4.5,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,160.0,Coursera,Information Technology
Full Stack Web Developer,"flask, parsing form data, api fluency testing, documentation, development, git, code reviews, object-relational mapping, continuous integration, continuous deployment, integration testing, application security basics, application authentication and authorization, jwts, auth0, data security fundamentals, data encryption, sqlalchemy, unittest, psycopg2, docker, kubernetes, aws codepipeline, codebuild, cli, amazon elastic kubernetes, postgresql, http, cors, relational database transactions, relational database migration, fluency, orchestration",Intermediate,4.5,https://www.udacity.com/course/full-stack-web-developer-nanodegree--nd0044,80.0,Udacity,
Data Mining  Specialization,"data clustering algorithms, text mining, data visualization, data mining, data visualization software, tableau software, data virtualization, information retrieval (ir), document retrieval, machine learning, recommender systems, probabilistic models",Intermediate,4.5,https://www.coursera.org/specializations/data-mining,160.0,Coursera,Data Science
Applied Data Science with R Specialization,"shiny dashboards, data analysis and modelling, r programmin language, data visualization, sql & rdbms, data science, r programming, select (sql), relational databases (rdbms), data analysis, statistical analysis, linear regression",Intermediate,4.5,https://www.coursera.org/specializations/applied-data-science-r,140.0,Coursera,Data Science
Expressway to Data Science: Essential Math Specialization,"derrivatives, integrals, matrix algebra, diagonalization, numerical analysis, derivatives, algebra, singular value decomposition (svd), root-finding, partial derivative, matrix diagonalization",Intermediate,4.5,https://www.coursera.org/specializations/expressway-to-data-science-essential-math,80.0,Coursera,Math and Logic
Cloud Application Development Foundations Specialization,"devops, python, node.js, html and css, cloud applications, cloud native, iaas paas saas, hybrid multicloud, cloud computing, cascading style sheets (css), html, git (software)",Intermediate,4.5,https://www.coursera.org/specializations/ibm-cloud-application-development-foundations,120.0,Coursera,Information Technology
Applied Data Science with Python Specialization,"text mining, python, pandas, matplotlib, numpy, data cleansing, data virtualization, data visualization, machine learning algorithms, machine learning, scikit-learn, natural language toolkit (nltk)",Intermediate,4.5,https://www.coursera.org/specializations/data-science-python,100.0,Coursera,Data Science
Data Visualization with Tableau Specialization,"storyboarding, map, tableau software, data visualization, data virtualization, visualization (computer graphics), data analysis, visual analytics, interactive visualization",Intermediate,4.5,https://www.coursera.org/specializations/data-visualization,120.0,Coursera,Data Science
Real-World Product Management Specialization,"pm interviewing, real-world examples, product management, real-world assignments, technology leadership, go-to-market strategy, product/market fit, tech leadership, b2b sales, monetization strategy, a/b/n testing, customer retention",Intermediate,4.5,https://www.coursera.org/specializations/real-world-product-management,80.0,Coursera,Computer Science
Tools for Data Science,"data science, github, python, jupyter notebooks, rstudio",Intermediate,4.5,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=introduction-data-science,17.0,Coursera,Data Science
Introduction to Discrete Mathematics for Computer Science Specialization,"graph theory, number theory, cryptography, probability, mathematical induction, proof theory, discrete mathematics, mathematical logic, random variable, probability interpretations, combinatorics, modular exponentiation",Beginner,4.5,https://www.coursera.org/specializations/discrete-mathematics,120.0,Coursera,Computer Science
Big Data Specialization,"big data, neo4j, mongodb, apache spark, apache hadoop, mapreduce, cloudera, data model, data modeling, data management, splunk, machine learning concepts",Intermediate,4.5,https://www.coursera.org/specializations/big-data,160.0,Coursera,Data Science
Interaction Design Specialization,"storyboarding, heuristic evaluation, r programming, a/b testing, rapid prototyping, paper prototyping, user experience (ux), user experience design (uxd), user interface, user research, persona (user experience), human–computer interaction",Intermediate,4.5,https://www.coursera.org/specializations/interaction-design,200.0,Coursera,Computer Science
Executive Data Science Specialization,"data science, data management, data analysis, communication, leadership, machine learning, project, team building, management, team management, interpretation, exploratory data analysis",Intermediate,4.5,https://www.coursera.org/specializations/executive-data-science,40.0,Coursera,Data Science
Data Warehousing for Business Intelligence Specialization,"pentaho, data visualization, data warehouse, sql, database (db) design, entity–relationship (e-r) model, database (dbms), extraction, transformation and loading (etl), data integration, data warehousing, materialized view, business intelligence",Intermediate,4.5,https://www.coursera.org/specializations/data-warehousing,160.0,Coursera,Data Science
Vital Skills for Data Science Specialization,"information privacy, cybersecurity, analysis, ethics, data science, applied mathematics, information science, statistics, computer science, algorithms, privacy, philosophy",Intermediate,4.5,https://www.coursera.org/specializations/vital-skills-for-data-science,100.0,Coursera,Data Science
Learning Linux for LFCA Certification Specialization,"creating links to files and directories, updating packages, managing linux file systems, filtering text files, applying permissions, cybersecurity, information technology, linux, virtual machine, version control, hypervisor, use case",Intermediate,4.5,https://www.coursera.org/specializations/linux-for-lfca-certification,80.0,Coursera,Computer Science
Microsoft Azure Data Scientist Associate (DP-100)  Professional Certificate,"manage azure resources for machine learning, deploy and operationalize machine learning solutions, run experiments and train models, implement responsible machine learning",Advanced,4.5,https://www.coursera.org/professional-certificates/azure-data-scientist,96.0,Coursera,Computer Science
Google Data Analytics (DE) Professional Certificate,"datenbereinigung, kalkulationstabelle, datenvisualisierung (dataviz), datenanalyse, sql, entscheidungsfindung, tabellenkalkulation, problemlösung, fragestellung, datenerhebung, metadaten, datenethik, datenintegrität, bestimmung der stichprobengröße, datenberechnungen, -	tabellenkalkulation, datenaggregation, -	präsentation, -	datenanalyse, -	datenvisualisierung (dataviz), -	tableau-software, -	r-programmierung, -	rstudio, -	r markdown, -	fallstudie, -	job-portfolio, -	datenbereinigung",Advanced,4.5,https://www.coursera.org/professional-certificates/google-data-analytics-de,240.0,Coursera,Data Science
"Introduction to Web Development with HTML, CSS, JavaScript","cascading style sheets (css), html, git (software), javascript, cloud applications",Beginner,4.5,https://www.coursera.org/learn/introduction-to-web-development-with-html-css-javacript?specialization=ibm-cloud-application-development-foundations,12.0,Coursera,Computer Science
Engineering Maintainable Android Apps,"software testing, unit testing, android software development, junit",Intermediate,4.5,https://www.coursera.org/learn/engineeringandroidapps?specialization=android-app-development,8.0,Coursera,Computer Science
IoT Communications,"internet, internet of things (iot), wireless, front and back ends",Intermediate,4.5,https://www.coursera.org/learn/iot-communications?specialization=uiuc-iot,11.0,Coursera,Computer Science
Functional Program Design in Scala,"laziness, type class, functional programming, referential transparency, reactive programming",Intermediate,4.5,https://www.coursera.org/learn/scala-functional-program-design?specialization=scala,35.0,Coursera,Computer Science
Introduction to User Experience Design ,"usability, user experience (ux), user experience design (uxd), user interface",Beginner,4.5,https://www.coursera.org/learn/user-experience-design,6.0,Coursera,Computer Science
Machine Learning Introduction for Everyone,"deep learning, artificial intelligence, machine learning, reinforcement learning, machine learning model lifecycle",Beginner,4.5,https://www.coursera.org/learn/machine-learning-introduction-for-everyone,7.0,Coursera,Data Science
Data Science Math Skills,"bayes' theorem, bayesian probability, probability, probability theory",Intermediate,4.5,https://www.coursera.org/learn/datasciencemathskills,13.0,Coursera,Math and Logic
Artificial Creativity,"artificial intelligence, machine learning, design thinking, business applications, computational creativity",Intermediate,4.5,https://www.coursera.org/learn/artificial-creativity?specialization=creativity-ai,13.0,Coursera,Computer Science
Scripting with Python and SQL for Data Engineering,"database (dbms), python, web scraping, mysql, sql",Intermediate,4.5,https://www.coursera.org/learn/scripting-with-python-sql-for-data-engineering-duke?specialization=python-bash-sql-data-engineering-duke,18.0,Coursera,Data Science
Advanced Application Management with Red Hat OpenShift,"cloud platforms, cloud applications, kubernetes, cloud computing",Advanced,4.5,https://www.coursera.org/learn/advanced-application-management-with-red-hat-openshift?specialization=cloud-native-development-openshift-kubernetes,13.0,Coursera,Information Technology
Getting and Cleaning Data,"data manipulation, regular expression (regex), r programming, data cleansing",Intermediate,4.5,https://www.coursera.org/learn/data-cleaning?specialization=data-science-foundations-r,19.0,Coursera,Data Science
Java for Android,"logic programming, android studio, java programming, object-oriented programming (oop)",Intermediate,4.5,https://www.coursera.org/learn/java-for-android?specialization=android-app-development,38.0,Coursera,Computer Science
IoT Cloud,"internet, internet of things (iot), front and back ends, service discovery",Intermediate,4.5,https://www.coursera.org/learn/iot-cloud?specialization=uiuc-iot,18.0,Coursera,Computer Science
Apache Spark (TM) SQL for Data Analysts,"data analysis, spark sql, sql",Intermediate,4.5,https://www.coursera.org/learn/apache-spark-sql-for-data-analysts?specialization=data-science-with-databricks-for-data-analysts,13.0,Coursera,Data Science
Statistics for Data Science with Python,"probability and statistics, regression analysis, data visualization, statistical hypothesis testing, basic descriptive statistics",Intermediate,4.5,https://www.coursera.org/learn/statistics-for-data-science-python?specialization=data-science-fundamentals-python-sql,14.0,Coursera,Data Science
Building a Data Science Team,"team building, data science, management, team management",Intermediate,4.5,https://www.coursera.org/learn/build-data-science-team?specialization=executive-data-science,5.0,Coursera,Data Science
Introduction to R Programming for Data Science,"data science, r programming",Beginner,4.5,https://www.coursera.org/learn/introducton-r-programming-data-science?specialization=applied-data-science-r,10.0,Coursera,Data Science
Information Design,"information design, user interface techniques, responsive web design, website wireframe",Intermediate,4.5,https://www.coursera.org/learn/infodesign?specialization=interaction-design,13.0,Coursera,Computer Science
Python for Cybersecurity Specialization,"pre-att&ck, python, cybersecurity, attack and defend, computer programming, introduction to python for cybersecurity, persistence, privilege escalation and evasion, execution, active defense",Intermediate,4.5,https://www.coursera.org/specializations/pythonforcybersecurity,100.0,Coursera,Information Technology
Android App Development Specialization,"software testing, android software development, java programming, junit, logic programming, android studio, object-oriented programming (oop), computer programming, concurrent computing, unit testing",Intermediate,4.5,https://www.coursera.org/specializations/android-app-development,100.0,Coursera,Computer Science
3D Printing and Additive Manufacturing Specialization,"prototyping, fusion360, tinkercad, 3d printing, 3d modeling, materials, product development, new product development, human–computer interaction",Intermediate,4.5,https://www.coursera.org/specializations/3d-printing-additive-manufacturing,120.0,Coursera,Computer Science
Data Science with Databricks for Data Analysts Specialization,"data science, data analysis, machine learning, spark sql, sql, databricks",Intermediate,4.5,https://www.coursera.org/specializations/data-science-with-databricks-for-data-analysts,100.0,Coursera,Data Science
"Data Engineering, Big Data and ML on Google Cloud 日本語版 Specialization","tensorflow, bigquery, google cloud platform, cloud computing",Intermediate,4.5,https://www.coursera.org/specializations/gcp-data-machine-learning-jp,100.0,Coursera,Computer Science
"Business Intelligence Concepts, Tools, and Applications","business intelligence, data analysis, data visualization, microstrategy",Intermediate,4.5,https://www.coursera.org/learn/business-intelligence-tools?specialization=data-warehousing,22.0,Coursera,Data Science
Python and Pandas for Data Engineering,"vim, python, pandas, visual studio code, data structure",Intermediate,4.5,https://www.coursera.org/learn/python-and-pandas-for-data-engineering-duke?specialization=python-bash-sql-data-engineering-duke,38.0,Coursera,Data Science
Mathematical Biostatistics Boot Camp 1,"statistics, confidence interval, statistical hypothesis testing, biostatistics",Intermediate,4.4,https://www.coursera.org/learn/biostatistics?specialization=advanced-statistics-data-science,13.0,Coursera,Math and Logic
Coding for Everyone: C and C++ Specialization,"algorithms, c programming, coding, c++, computer programming, graph theory, c++11, graph algorithms, standard template library",Intermediate,4.4,https://www.coursera.org/specializations/coding-for-everyone,120.0,Coursera,Computer Science
Advanced Linear Models for Data Science 1: Least Squares,"statistics, linear regression, r programming, linear algebra",Advanced,4.4,https://www.coursera.org/learn/linear-models?specialization=advanced-statistics-data-science,8.0,Coursera,Data Science
IBM Mainframe Developer Professional Certificate,"mainframe, z/os, enterprise software, security, ibm z, cobol divisions, cobol coding, column structure, cobol structure, symbols, computer programming, euler's totient function, intrinsic function, sorting, issue tracking system, scrum (software development), interfaces, command-line interface",Advanced,4.4,https://www.coursera.org/professional-certificates/ibm-mainframe-developer,120.0,Coursera,Computer Science
Linux Cloud and DevOps,"virtual machine, version control, hypervisor, use case",Intermediate,4.4,https://www.coursera.org/learn/linux-cloud-devops?specialization=linux-for-lfca-certification,12.0,Coursera,Computer Science
Algebra and Differential Calculus for Data Science,"integrals, derivatives, algebra, matrix algebra, numerical analysis",Intermediate,4.4,https://www.coursera.org/learn/algebra-and-differential-calculus-for-data-science?specialization=expressway-to-data-science-essential-math,8.0,Coursera,Math and Logic
Genomic Data Science Specialization,"bioinformatics, statistics, data science, computational biology, biopython, python, genomics, bioinformatics algorithms, algorithms, algorithms on strings, samtools, unix",Intermediate,4.4,https://www.coursera.org/specializations/genomic-data-science,120.0,Coursera,Data Science
Introduction to Python Programming,"python tools, python syntax and semantics, programming principles, python, computer programming",Beginner,4.4,https://www.coursera.org/learn/python-programming-intro?specialization=programming-python-java,27.0,Coursera,Computer Science
"Python, Bash and SQL Essentials for Data Engineering Specialization","bash (unix shell), database (dbms), web application, python, sql, vim, pandas, visual studio code, data structure, data management, linux, web scraping",Intermediate,4.4,https://www.coursera.org/specializations/python-bash-sql-data-engineering-duke,80.0,Coursera,Information Technology
Advanced Data Science with IBM Specialization,"data science, internet of things (iot), deep learning, apache spark, statistics, machine learning, long short-term memory (istm)",Advanced,4.4,https://www.coursera.org/specializations/advanced-data-science-ibm,80.0,Coursera,Data Science
"Dynamic Programming, Greedy Algorithms","analysis of algorithms, algorithm design, python, data structure design, intractability",Intermediate,4.4,https://www.coursera.org/learn/dynamic-programming-greedy-algorithms?specialization=boulder-data-structures-algorithms,37.0,Coursera,Computer Science
Parallel programming,"data structure, parallel computing, data parallelism, parallel algorithm",Intermediate,4.4,https://www.coursera.org/learn/scala-parallel-programming?specialization=scala,32.0,Coursera,Computer Science
Big Data Modeling and Management Systems,"data model, big data, data modeling, data management",Intermediate,4.4,https://www.coursera.org/learn/big-data-management?specialization=big-data,13.0,Coursera,Data Science
Clinical Data Science Specialization,"implementation science, clinical text mining, r programming, computational phenotyping, data quality assessment",Intermediate,4.4,https://www.coursera.org/specializations/clinical-data-science,140.0,Coursera,Data Science
IBM AI Enterprise Workflow Specialization,"data science, information engineering, artificial intelligence, machine learning, python",Intermediate,4.4,https://www.coursera.org/specializations/ibm-ai-workflow,80.0,Coursera,Data Science
Building Cloud Computing Solutions at Scale Specialization,"cloud platforms, cloud api, machine learning, cloud databases, cloud computing, github, devops",Intermediate,4.4,https://www.coursera.org/specializations/building-cloud-computing-solutions-at-scale,80.0,Coursera,Information Technology
Leverage Data Science for a More Agile Supply Chain Specialization,"data-informed decision-making, analyze metrics, resource and capacity optimization, risk identification, agile supply chain planning, demand planning, data analysis, supply chain, constrained forecast, supply planning",Intermediate,4.4,https://www.coursera.org/specializations/leverage-data-science-agile-supply-chain,60.0,Coursera,Data Science
Big Data - Capstone Project,"big data, neo4j, knime, splunk",Intermediate,4.4,https://www.coursera.org/learn/big-data-project?specialization=big-data,20.0,Coursera,Data Science
AWS Fundamentals: Addressing Security Risk,"aws, information privacy, cloud management, security, cloud applications",Beginner,4.4,https://www.coursera.org/learn/aws-fundamentals-addressing-security-risk?specialization=aws-fundamentals,5.0,Coursera,Information Technology
Big Data Integration and Processing,"big data, mongodb, splunk, apache spark",Intermediate,4.4,https://www.coursera.org/learn/big-data-integration-processing?specialization=big-data,17.0,Coursera,Data Science
Machine Learning Modeling Pipelines in Production,"explainable ai, fairness indicators, automl, model performance analysis, precomputing predictions",Intermediate,4.4,https://www.coursera.org/learn/machine-learning-modeling-pipelines-in-production?specialization=machine-learning-engineering-for-production-mlops,23.0,Coursera,Data Science
Data Pipelines with TensorFlow Data Services,"artificial neural network, tensorflow, extraction, transformation and loading (etl), data pipelines, tensorflow datasets",Intermediate,4.4,https://www.coursera.org/learn/data-pipelines-tensorflow?specialization=tensorflow-data-and-deployment,11.0,Coursera,Computer Science
Microsoft Azure Cosmos DB,"microsoft azure, data management, relational data, non-relational data",Intermediate,4.4,https://www.coursera.org/learn/microsoft-azure-cosmos-db?specialization=microsoft-azure-dp-900-data-fundamentals,10.0,Coursera,Information Technology
Linear Algebra for Machine Learning and Data Science,"machine learning, linear equation, eigenvalues and eigenvectors, linear algebra, determinants",Intermediate,4.4,https://www.coursera.org/learn/machine-learning-linear-algebra?specialization=mathematics-for-machine-learning-and-data-science,21.0,Coursera,Computer Science
Getting Started with Data Warehousing and BI Analytics,"data warehousing, cube and rollup, business intelligence (bi), star and snowflake schema, cognos analytics",Beginner,4.4,https://www.coursera.org/learn/getting-started-with-data-warehousing-and-bi-analytics?specialization=bi-foundations-sql-etl-data-warehouse,15.0,Coursera,Information Technology
"AI Workflow: Machine Learning, Visual Recognition and NLP","data science, information engineering, artificial intelligence, machine learning, python",Intermediate,4.4,https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-vr-nlp?specialization=ibm-ai-workflow,13.0,Coursera,Data Science
"C++ For C Programmers, Part A","graph theory, c++11, c++, graph algorithms",Intermediate,4.4,https://www.coursera.org/learn/c-plus-plus-a?specialization=coding-for-everyone,13.0,Coursera,Computer Science
Become an AI Product Manager,"dataset annotation, model evaluation, model bias mitigation, continuous learning, product success metrics, product validation, product scaling, product proposals, product goals, product development cycle, transfer learning, training neural networks, tai fluency, ai business context, product prototyping, ideation",Intermediate,4.4,https://www.udacity.com/course/ai-product-manager-nanodegree--nd088,40.0,Udacity,
Regression Models,"model selection, generalized linear model, linear regression, regression analysis",Intermediate,4.4,https://www.coursera.org/learn/regression-models?specialization=jhu-data-science,53.0,Coursera,Data Science
